text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
slow growth frequent infections weight gain neck enlargement thyroid swelling routine checkup,1,0,0,0,0,0,0,0,0,1
fatigue skin rash eye irritation shortness of breath low hemoglobin dizziness fatigue anemia weakness pregnancy issues routine checkup,0,0,0,1,1,1,0,0,0,0
confusion mood changes irritability no prior illness reported,0,0,0,0,0,0,0,1,0,0
weak immunity slow healing scurvy bleeding gums joint pain loss of appetite poor immunity frequent infections hair loss pale skin dizziness low hemoglobin fatigue anemia shortness of breath,0,0,0,1,0,0,1,0,0,1
muscle weakness fractures back pain,0,0,0,0,0,0,0,0,1,0
depression nerve issues no hormone imbalance fatigue weight gain general discomfort,0,0,0,0,0,0,0,1,0,0
fatigue weight gain goiter hormone imbalance mild headache after travel,1,0,0,0,0,0,0,0,0,0
bone pain fractures back pain patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
brittle nails tooth decay mild headache after travel,0,0,1,0,0,0,0,0,0,0
no nerve damage muscle weakness coordination issues vision problems immune weakness not pregnancy issues fatigue anemia weakness weak immunity bleeding gums routine checkup,0,0,0,0,0,0,1,0,0,0
hair loss slow growth,0,0,0,0,0,0,0,0,0,1
bone pain muscle weakness fractures low sunlight joint pain bleeding gums scurvy weak immunity frequent infections hair loss slow growth loss of appetite no prior illness reported,0,0,0,0,0,0,1,0,1,1
muscle cramps bone weakness tooth decay joint stiffness brittle nails mild headache after travel,0,0,1,0,0,0,0,0,0,0
goiter thyroid swelling bone pain fractures,1,0,0,0,0,0,0,0,1,0
scurvy joint pain weak immunity cracked lips eye irritation slow growth poor immunity frequent infections no prior illness reported,0,0,0,0,1,0,1,0,0,1
depression nerve issues confusion bleeding gums scurvy slow healing patient visited clinic yesterday,0,0,0,0,0,0,1,1,0,0
weight gain thyroid swelling hormone imbalance fatigue goiter neck enlargement immune weakness muscle weakness vision problems nerve damage coordination issues,1,1,0,0,0,0,0,0,0,0
fractures bone pain weak immunity scurvy joint pain bleeding gums,0,0,0,0,0,0,1,0,1,0
loss of appetite frequent infections slow growth hair loss poor immunity vision problems immune weakness nerve damage no prior illness reported,0,1,0,0,0,0,0,0,0,1
loss of appetite frequent infections poor immunity skin rash sore throat mild headache after travel,0,0,0,0,1,0,0,0,0,1
confusion mood changes,0,0,0,0,0,0,0,1,0,0
neck enlargement fatigue hormone imbalance thyroid swelling weight gain goiter low sunlight bone pain muscle weakness fractures scurvy weak immunity mild headache after travel,1,0,0,0,0,0,1,0,1,0
fatigue sore throat eye irritation skin rash cracked lips anemia pregnancy issues,0,0,0,0,1,1,0,0,0,0
vision problems immune weakness nerve damage muscle weakness coordination issues,0,1,0,0,0,0,0,0,0,0
neck enlargement weight gain goiter hormone imbalance fatigue thyroid swelling fatigue shortness of breath anemia dizziness low hemoglobin pale skin,1,0,0,1,0,0,0,0,0,0
loss of appetite hair loss slow growth frequent infections poor immunity coordination issues nerve damage immune weakness muscle weakness fatigue weakness anemia poor diet no prior illness reported,0,1,0,0,0,1,0,0,0,1
vision problems coordination issues immune weakness muscle weakness mild headache after travel,0,1,0,0,0,0,0,0,0,0
fractures low sunlight back pain bone pain muscle weakness vision problems coordination issues nerve damage weight gain goiter fatigue hormone imbalance neck enlargement no prior illness reported,1,1,0,0,0,0,0,0,1,0
fatigue weight gain thyroid swelling goiter neck enlargement hormone imbalance fatigue eye irritation skin rash sore throat cracked lips mild headache after travel,1,0,0,0,1,0,0,0,0,0
anemia fatigue dizziness shortness of breath weakness pregnancy issues anemia fatigue,0,0,0,1,0,1,0,0,0,0
no pale skin shortness of breath not thyroid swelling hormone imbalance goiter not fatigue skin rash eye irritation patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
slow healing weak immunity bleeding gums scurvy mild headache after travel,0,0,0,0,0,0,1,0,0,0
loss of appetite hair loss frequent infections poor immunity bleeding gums joint pain scurvy slow healing low sunlight bone pain back pain fractures muscle weakness patient visited clinic yesterday,0,0,0,0,0,0,1,0,1,1
weak immunity joint pain bleeding gums scurvy bone pain fractures without loss of appetite hair loss frequent infections,0,0,0,0,0,0,1,0,1,0
weak immunity bleeding gums scurvy poor immunity hair loss shortness of breath fatigue mild headache after travel,0,0,0,1,0,0,1,0,0,1
scurvy weak immunity without poor immunity slow growth frequent infections low sunlight bone pain,0,0,0,0,0,0,1,0,1,0
no sore throat skin rash cracked lips irritability confusion depression mood changes no poor immunity frequent infections loss of appetite hair loss general discomfort,0,0,0,0,0,0,0,1,0,0
vision problems coordination issues nerve damage muscle weakness immune weakness,0,1,0,0,0,0,0,0,0,0
dizziness pale skin low hemoglobin anemia muscle cramps brittle nails tooth decay bone weakness joint stiffness routine checkup,0,0,1,1,0,0,0,0,0,0
hair loss loss of appetite poor immunity frequent infections slow growth anemia dizziness fatigue shortness of breath,0,0,0,1,0,0,0,0,0,1
goiter neck enlargement hormone imbalance fatigue thyroid swelling weakness anemia pregnancy issues poor diet loss of appetite poor immunity slow growth no prior illness reported,1,0,0,0,0,1,0,0,0,1
irritability mood changes tooth decay brittle nails joint stiffness mild headache after travel,0,0,1,0,0,0,0,1,0,0
hair loss frequent infections loss of appetite poor immunity without brittle nails tooth decay joint stiffness bone weakness shortness of breath low hemoglobin general discomfort,0,0,0,1,0,0,0,0,0,1
coordination issues nerve damage vision problems immune weakness poor immunity hair loss routine checkup,0,1,0,0,0,0,0,0,0,1
irritability nerve issues depression patient visited clinic yesterday,0,0,0,0,0,0,0,1,0,0
depression irritability nerve issues confusion goiter weight gain fatigue,1,0,0,0,0,0,0,1,0,0
eye irritation cracked lips fatigue sore throat general discomfort,0,0,0,0,1,0,0,0,0,0
hormone imbalance weight gain fatigue neck enlargement nerve damage immune weakness coordination issues no bone weakness muscle cramps tooth decay,1,1,0,0,0,0,0,0,0,0
not dizziness pale skin fatigue low hemoglobin shortness of breath anemia irritability nerve issues confusion general discomfort,0,0,0,0,0,0,0,1,0,0
hormone imbalance fatigue shortness of breath dizziness,1,0,0,1,0,0,0,0,0,0
no hormone imbalance weight gain neck enlargement goiter fatigue thyroid swelling,0,0,0,0,0,0,0,0,0,0
not depression mood changes irritability bone weakness joint stiffness tooth decay patient visited clinic yesterday,0,0,1,0,0,0,0,0,0,0
no immune weakness coordination issues muscle weakness patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
weight gain goiter neck enlargement thyroid swelling muscle weakness immune weakness nerve damage,1,1,0,0,0,0,0,0,0,0
slow healing bleeding gums sore throat skin rash cracked lips slow growth loss of appetite frequent infections hair loss poor immunity no prior illness reported,0,0,0,0,1,0,1,0,0,1
low sunlight back pain muscle weakness bone pain routine checkup,0,0,0,0,0,0,0,0,1,0
slow growth hair loss loss of appetite frequent infections poor immunity immune weakness nerve damage,0,1,0,0,0,0,0,0,0,1
eye irritation fatigue sore throat skin rash cracked lips without scurvy slow healing bleeding gums loss of appetite slow growth frequent infections general discomfort,0,0,0,0,1,0,0,0,0,1
nerve damage muscle weakness immune weakness vision problems coordination issues not hormone imbalance fatigue goiter thyroid swelling neck enlargement mild headache after travel,0,1,0,0,0,0,0,0,0,0
no fatigue poor diet general discomfort,0,0,0,0,0,0,0,0,0,0
no poor immunity frequent infections,0,0,0,0,0,0,0,0,0,0
nerve issues mood changes fractures bone pain thyroid swelling weight gain goiter fatigue neck enlargement routine checkup,1,0,0,0,0,0,0,1,1,0
weight gain neck enlargement goiter hormone imbalance low hemoglobin dizziness fatigue back pain fractures bone pain low sunlight muscle weakness patient visited clinic yesterday,1,0,0,1,0,0,0,0,1,0
weight gain neck enlargement hormone imbalance goiter fatigue thyroid swelling,1,0,0,0,0,0,0,0,0,0
loss of appetite frequent infections poor immunity hair loss anemia pale skin dizziness thyroid swelling neck enlargement no prior illness reported,1,0,0,1,0,0,0,0,0,1
immune weakness vision problems nerve damage coordination issues fatigue thyroid swelling neck enlargement goiter hormone imbalance weight gain eye irritation cracked lips fatigue skin rash,1,1,0,0,1,0,0,0,0,0
slow healing bleeding gums joint pain joint stiffness bone weakness muscle cramps patient visited clinic yesterday,0,0,1,0,0,0,1,0,0,0
without fatigue pregnancy issues anemia weakness shortness of breath anemia low hemoglobin dizziness pale skin nerve issues depression,0,0,0,1,0,0,0,1,0,0
hair loss loss of appetite slow growth frequent infections eye irritation fatigue cracked lips sore throat depression confusion mood changes,0,0,0,0,1,0,0,1,0,1
low hemoglobin anemia fatigue pale skin dizziness fatigue eye irritation general discomfort,0,0,0,1,1,0,0,0,0,0
confusion mood changes depression without bone pain low sunlight back pain,0,0,0,0,0,0,0,1,0,0
hair loss slow growth poor immunity frequent infections fatigue pregnancy issues poor diet,0,0,0,0,0,1,0,0,0,1
pregnancy issues anemia,0,0,0,0,0,1,0,0,0,0
fatigue neck enlargement tooth decay muscle cramps muscle weakness immune weakness nerve damage vision problems coordination issues mild headache after travel,1,1,1,0,0,0,0,0,0,0
without shortness of breath fatigue joint stiffness brittle nails muscle cramps bone weakness,0,0,1,0,0,0,0,0,0,0
fatigue anemia pregnancy issues poor diet weakness scurvy slow healing weak immunity bleeding gums joint pain confusion irritability depression nerve issues mood changes,0,0,0,0,0,1,1,1,0,0
fatigue anemia no prior illness reported,0,0,0,1,0,0,0,0,0,0
no bleeding gums joint pain frequent infections hair loss slow growth poor immunity,0,0,0,0,0,0,0,0,0,1
immune weakness coordination issues muscle weakness mild headache after travel,0,1,0,0,0,0,0,0,0,0
shortness of breath anemia fatigue cracked lips general discomfort,0,0,0,1,1,0,0,0,0,0
muscle weakness back pain fractures bone pain low sunlight patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
cracked lips fatigue pale skin fatigue anemia shortness of breath mild headache after travel,0,0,0,1,1,0,0,0,0,0
joint stiffness bone weakness muscle cramps tooth decay brittle nails loss of appetite hair loss,0,0,1,0,0,0,0,0,0,1
frequent infections poor immunity loss of appetite hair loss slow growth,0,0,0,0,0,0,0,0,0,1
not goiter hormone imbalance weight gain not muscle weakness nerve damage routine checkup,0,0,0,0,0,0,0,0,0,0
tooth decay brittle nails bone weakness joint stiffness scurvy slow healing patient visited clinic yesterday,0,0,1,0,0,0,1,0,0,0
nerve issues mood changes confusion irritability dizziness low hemoglobin shortness of breath pale skin anemia fatigue patient visited clinic yesterday,0,0,0,1,0,0,0,1,0,0
loss of appetite frequent infections slow growth poor immunity hair loss routine checkup,0,0,0,0,0,0,0,0,0,1
hair loss slow growth poor immunity fatigue weight gain poor diet weakness pregnancy issues,1,0,0,0,0,1,0,0,0,1
coordination issues vision problems muscle weakness immune weakness general discomfort,0,1,0,0,0,0,0,0,0,0
depression irritability confusion routine checkup,0,0,0,0,0,0,0,1,0,0
pale skin anemia dizziness mood changes depression poor diet anemia fatigue pregnancy issues mild headache after travel,0,0,0,1,0,1,0,1,0,0
thyroid swelling neck enlargement goiter hormone imbalance weight gain without brittle nails muscle cramps bone weakness joint stiffness mild headache after travel,1,0,0,0,0,0,0,0,0,0
muscle cramps tooth decay mood changes irritability nerve issues confusion depression without joint pain scurvy bleeding gums slow healing weak immunity,0,0,1,0,0,0,0,1,0,0
muscle weakness low sunlight fractures bone pain back pain fatigue weakness anemia without muscle cramps bone weakness brittle nails joint stiffness general discomfort,0,0,0,0,0,1,0,0,1,0
scurvy joint pain brittle nails tooth decay muscle cramps anemia shortness of breath pale skin dizziness fatigue,0,0,1,1,0,0,1,0,0,0
goiter thyroid swelling fatigue neck enlargement mild headache after travel,1,0,0,0,0,0,0,0,0,0
pale skin shortness of breath anemia dizziness low hemoglobin fatigue pregnancy issues poor diet anemia mild headache after travel,0,0,0,1,0,1,0,0,0,0
anemia fatigue no scurvy weak immunity joint pain slow healing goiter weight gain neck enlargement hormone imbalance fatigue,1,0,0,1,0,0,0,0,0,0
goiter weight gain fatigue thyroid swelling neck enlargement no bleeding gums weak immunity slow healing joint pain no prior illness reported,1,0,0,0,0,0,0,0,0,0
coordination issues immune weakness muscle weakness nerve damage vision problems routine checkup,0,1,0,0,0,0,0,0,0,0
poor diet fatigue anemia pregnancy issues not skin rash cracked lips sore throat eye irritation general discomfort,0,0,0,0,0,1,0,0,0,0
not fatigue neck enlargement cracked lips skin rash routine checkup,0,0,0,0,1,0,0,0,0,0
nerve damage immune weakness muscle weakness vision problems,0,1,0,0,0,0,0,0,0,0
without pregnancy issues anemia poor diet weakness tooth decay bone weakness joint stiffness routine checkup,0,0,1,0,0,0,0,0,0,0
bone pain low sunlight fractures back pain muscle weakness vision problems muscle weakness immune weakness coordination issues not brittle nails joint stiffness bone weakness tooth decay muscle cramps patient visited clinic yesterday,0,1,0,0,0,0,0,0,1,0
muscle weakness coordination issues vision problems general discomfort,0,1,0,0,0,0,0,0,0,0
poor immunity frequent infections loss of appetite hair loss fatigue thyroid swelling neck enlargement goiter weight gain hormone imbalance mild headache after travel,1,0,0,0,0,0,0,0,0,1
no shortness of breath pale skin not cracked lips skin rash eye irritation fatigue sore throat,0,0,0,0,0,0,0,0,0,0
loss of appetite frequent infections slow growth hair loss cracked lips sore throat skin rash fatigue eye irritation,0,0,0,0,1,0,0,0,0,1
anemia fatigue shortness of breath low hemoglobin joint stiffness tooth decay muscle cramps brittle nails depression mood changes confusion irritability nerve issues,0,0,1,1,0,0,0,1,0,0
irritability nerve issues confusion mood changes tooth decay bone weakness joint stiffness muscle cramps brittle nails fatigue weakness mild headache after travel,0,0,1,0,0,1,0,1,0,0
without low sunlight muscle weakness back pain fractures bone pain joint stiffness brittle nails tooth decay bone weakness confusion nerve issues depression mood changes patient visited clinic yesterday,0,0,1,0,0,0,0,1,0,0
no low hemoglobin pale skin shortness of breath patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
depression nerve issues mood changes without pregnancy issues poor diet anemia weakness fatigue shortness of breath dizziness fatigue anemia low hemoglobin,0,0,0,1,0,0,0,1,0,0
not fatigue sore throat back pain low sunlight routine checkup,0,0,0,0,0,0,0,0,1,0
thyroid swelling goiter hormone imbalance fatigue no prior illness reported,1,0,0,0,0,0,0,0,0,0
weakness pregnancy issues anemia not vision problems muscle weakness coordination issues immune weakness without anemia fatigue,0,0,0,0,0,1,0,0,0,0
fractures bone pain low sunlight skin rash fatigue cracked lips sore throat eye irritation,0,0,0,0,1,0,0,0,1,0
immune weakness muscle weakness nerve damage coordination issues neck enlargement thyroid swelling weight gain hormone imbalance fatigue goiter,1,1,0,0,0,0,0,0,0,0
fatigue pale skin dizziness low hemoglobin,0,0,0,1,0,0,0,0,0,0
bone weakness tooth decay brittle nails hormone imbalance neck enlargement weight gain thyroid swelling not pregnancy issues fatigue poor diet anemia weakness,1,0,1,0,0,0,0,0,0,0
irritability confusion mood changes nerve issues depression goiter weight gain thyroid swelling patient visited clinic yesterday,1,0,0,0,0,0,0,1,0,0
coordination issues muscle weakness immune weakness vision problems nerve damage irritability nerve issues back pain fractures low sunlight muscle weakness bone pain patient visited clinic yesterday,0,1,0,0,0,0,0,1,1,0
goiter hormone imbalance muscle weakness coordination issues immune weakness vision problems nerve damage patient visited clinic yesterday,1,1,0,0,0,0,0,0,0,0
without vision problems immune weakness coordination issues muscle weakness nerve damage no prior illness reported,0,0,0,0,0,0,0,0,0,0
not weakness pregnancy issues dizziness shortness of breath eye irritation sore throat cracked lips,0,0,0,1,1,0,0,0,0,0
brittle nails tooth decay muscle cramps bone weakness joint stiffness not hair loss slow growth frequent infections,0,0,1,0,0,0,0,0,0,0
muscle cramps tooth decay brittle nails bone weakness,0,0,1,0,0,0,0,0,0,0
muscle weakness back pain low sunlight bone pain fractures muscle cramps tooth decay poor immunity loss of appetite,0,0,1,0,0,0,0,0,1,1
without hormone imbalance fatigue weight gain neck enlargement goiter thyroid swelling anemia weakness pregnancy issues poor diet fatigue depression mood changes routine checkup,0,0,0,0,0,1,0,1,0,0
coordination issues vision problems muscle weakness nerve damage immune weakness without dizziness shortness of breath pale skin without back pain fractures muscle weakness,0,1,0,0,0,0,0,0,0,0
sore throat cracked lips skin rash irritability mood changes patient visited clinic yesterday,0,0,0,0,1,0,0,1,0,0
bone pain back pain muscle weakness weakness poor diet pregnancy issues not scurvy joint pain slow healing,0,0,0,0,0,1,0,0,1,0
neck enlargement fatigue weight gain immune weakness coordination issues nerve damage,1,1,0,0,0,0,0,0,0,0
no weight gain goiter neck enlargement hormone imbalance fatigue thyroid swelling vision problems coordination issues immune weakness muscle cramps tooth decay patient visited clinic yesterday,0,1,1,0,0,0,0,0,0,0
mood changes nerve issues not poor diet weakness anemia fatigue pregnancy issues skin rash sore throat cracked lips patient visited clinic yesterday,0,0,0,0,1,0,0,1,0,0
irritability depression confusion mood changes patient visited clinic yesterday,0,0,0,0,0,0,0,1,0,0
without mood changes depression routine checkup,0,0,0,0,0,0,0,0,0,0
poor immunity hair loss without pale skin low hemoglobin dizziness shortness of breath anemia fatigue tooth decay brittle nails joint stiffness muscle cramps bone weakness,0,0,1,0,0,0,0,0,0,1
no hormone imbalance neck enlargement thyroid swelling anemia pale skin shortness of breath dizziness low hemoglobin fatigue,0,0,0,1,0,0,0,0,0,0
fatigue pregnancy issues weakness low sunlight back pain fractures muscle weakness routine checkup,0,0,0,0,0,1,0,0,1,0
without tooth decay muscle cramps bone weakness brittle nails without eye irritation cracked lips skin rash sore throat low sunlight back pain muscle weakness routine checkup,0,0,0,0,0,0,0,0,1,0
nerve damage immune weakness vision problems muscle weakness anemia pregnancy issues fatigue weakness,0,1,0,0,0,1,0,0,0,0
neck enlargement thyroid swelling not fatigue skin rash eye irritation cracked lips not anemia fatigue pregnancy issues general discomfort,1,0,0,0,0,0,0,0,0,0
weakness poor diet bone weakness brittle nails joint stiffness muscle cramps scurvy bleeding gums joint pain weak immunity patient visited clinic yesterday,0,0,1,0,0,1,1,0,0,0
hormone imbalance weight gain fatigue goiter weakness poor diet pregnancy issues fatigue anemia,1,0,0,0,0,1,0,0,0,0
bone weakness brittle nails joint stiffness muscle cramps tooth decay immune weakness nerve damage skin rash fatigue eye irritation cracked lips,0,1,1,0,1,0,0,0,0,0
hormone imbalance weight gain fatigue depression mood changes irritability muscle cramps joint stiffness bone weakness brittle nails patient visited clinic yesterday,1,0,1,0,0,0,0,1,0,0
fatigue shortness of breath irritability nerve issues depression confusion mood changes fatigue pregnancy issues weakness mild headache after travel,0,0,0,1,0,1,0,1,0,0
hair loss frequent infections loss of appetite slow growth poor immunity mild headache after travel,0,0,0,0,0,0,0,0,0,1
dizziness shortness of breath pale skin low hemoglobin fatigue,0,0,0,1,0,0,0,0,0,0
fatigue weight gain goiter neck enlargement hormone imbalance general discomfort,1,0,0,0,0,0,0,0,0,0
without dizziness low hemoglobin shortness of breath pale skin anemia without anemia fatigue poor diet general discomfort,0,0,0,0,0,0,0,0,0,0
loss of appetite poor immunity slow growth hair loss neck enlargement goiter hormone imbalance thyroid swelling weight gain routine checkup,1,0,0,0,0,0,0,0,0,1
without weakness poor diet pregnancy issues fatigue hormone imbalance neck enlargement general discomfort,1,0,0,0,0,0,0,0,0,0
nerve damage immune weakness muscle weakness coordination issues vision problems fatigue sore throat eye irritation mild headache after travel,0,1,0,0,1,0,0,0,0,0
not eye irritation cracked lips skin rash fatigue weakness poor diet pregnancy issues low hemoglobin pale skin shortness of breath fatigue anemia dizziness mild headache after travel,0,0,0,1,0,1,0,0,0,0
no bone weakness tooth decay fatigue pale skin dizziness anemia shortness of breath low hemoglobin,0,0,0,1,0,0,0,0,0,0
no poor immunity slow growth hair loss loss of appetite frequent infections shortness of breath pale skin anemia mild headache after travel,0,0,0,1,0,0,0,0,0,0
without thyroid swelling fatigue goiter hormone imbalance neck enlargement weight gain routine checkup,0,0,0,0,0,0,0,0,0,0
poor immunity slow growth loss of appetite irritability depression confusion nerve issues mood changes no cracked lips eye irritation general discomfort,0,0,0,0,0,0,0,1,0,1
weight gain goiter no prior illness reported,1,0,0,0,0,0,0,0,0,0
anemia weakness poor diet fatigue pregnancy issues muscle weakness bone pain patient visited clinic yesterday,0,0,0,0,0,1,0,0,1,0
brittle nails muscle cramps tooth decay no thyroid swelling neck enlargement goiter weight gain weak immunity scurvy slow healing joint pain bleeding gums general discomfort,0,0,1,0,0,0,1,0,0,0
no muscle cramps bone weakness fatigue goiter,1,0,0,0,0,0,0,0,0,0
nerve damage coordination issues vision problems muscle weakness mild headache after travel,0,1,0,0,0,0,0,0,0,0
not muscle weakness immune weakness coordination issues vision problems nerve damage low hemoglobin anemia fatigue pale skin dizziness fatigue thyroid swelling goiter weight gain no prior illness reported,1,0,0,1,0,0,0,0,0,0
weak immunity bleeding gums joint pain fatigue eye irritation skin rash immune weakness coordination issues nerve damage patient visited clinic yesterday,0,1,0,0,1,0,1,0,0,0
without immune weakness muscle weakness coordination issues nerve damage no prior illness reported,0,0,0,0,0,0,0,0,0,0
hair loss poor immunity brittle nails muscle cramps tooth decay routine checkup,0,0,1,0,0,0,0,0,0,1
without nerve damage coordination issues muscle weakness routine checkup,0,0,0,0,0,0,0,0,0,0
scurvy bleeding gums weak immunity slow healing muscle cramps tooth decay bone weakness brittle nails nerve issues irritability depression confusion,0,0,1,0,0,0,1,1,0,0
immune weakness muscle weakness no prior illness reported,0,1,0,0,0,0,0,0,0,0
fatigue low hemoglobin anemia shortness of breath dizziness patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,0
mood changes confusion nerve issues depression irritability slow healing joint pain bleeding gums scurvy weak immunity mild headache after travel,0,0,0,0,0,0,1,1,0,0
anemia pregnancy issues weakness poor diet no eye irritation cracked lips without nerve damage vision problems no prior illness reported,0,0,0,0,0,1,0,0,0,0
scurvy joint pain bleeding gums weak immunity slow healing muscle weakness nerve damage general discomfort,0,1,0,0,0,0,1,0,0,0
slow healing weak immunity confusion nerve issues mood changes muscle weakness nerve damage immune weakness vision problems coordination issues routine checkup,0,1,0,0,0,0,1,1,0,0
without weakness anemia pregnancy issues fatigue cracked lips skin rash sore throat no prior illness reported,0,0,0,0,1,0,0,0,0,0
fatigue pale skin anemia low hemoglobin irritability confusion nerve issues loss of appetite slow growth frequent infections,0,0,0,1,0,0,0,1,0,1
muscle weakness back pain low sunlight bone pain mild headache after travel,0,0,0,0,0,0,0,0,1,0
nerve issues depression mood changes confusion coordination issues immune weakness general discomfort,0,1,0,0,0,0,0,1,0,0
poor diet pregnancy issues weakness anemia fatigue no goiter thyroid swelling weight gain fatigue hormone imbalance joint stiffness tooth decay muscle cramps bone weakness brittle nails patient visited clinic yesterday,0,0,1,0,0,1,0,0,0,0
thyroid swelling neck enlargement hormone imbalance general discomfort,1,0,0,0,0,0,0,0,0,0
brittle nails tooth decay joint stiffness muscle cramps bone weakness joint pain weak immunity slow healing scurvy bleeding gums patient visited clinic yesterday,0,0,1,0,0,0,1,0,0,0
sore throat skin rash cracked lips eye irritation fatigue joint stiffness brittle nails bone weakness muscle cramps,0,0,1,0,1,0,0,0,0,0
no brittle nails bone weakness confusion depression mood changes nerve issues routine checkup,0,0,0,0,0,0,0,1,0,0
slow growth loss of appetite poor immunity hair loss goiter fatigue hormone imbalance weight gain thyroid swelling patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,1
goiter neck enlargement fatigue thyroid swelling weight gain not tooth decay brittle nails muscle cramps bone weakness joint stiffness pale skin anemia dizziness fatigue mild headache after travel,1,0,0,1,0,0,0,0,0,0
neck enlargement hormone imbalance thyroid swelling pale skin anemia shortness of breath,1,0,0,1,0,0,0,0,0,0
eye irritation cracked lips sore throat skin rash back pain muscle weakness fractures bone pain shortness of breath low hemoglobin pale skin no prior illness reported,0,0,0,1,1,0,0,0,1,0
poor immunity hair loss loss of appetite,0,0,0,0,0,0,0,0,0,1
mood changes depression nerve issues poor immunity hair loss loss of appetite,0,0,0,0,0,0,0,1,0,1
without coordination issues nerve damage eye irritation skin rash fatigue cracked lips muscle cramps bone weakness brittle nails patient visited clinic yesterday,0,0,1,0,1,0,0,0,0,0
fatigue eye irritation skin rash no bone pain fractures,0,0,0,0,1,0,0,0,0,0
skin rash cracked lips fatigue general discomfort,0,0,0,0,1,0,0,0,0,0
bone weakness brittle nails muscle cramps tooth decay scurvy weak immunity slow healing bleeding gums thyroid swelling hormone imbalance weight gain,1,0,1,0,0,0,1,0,0,0
not immune weakness coordination issues vision problems muscle weakness routine checkup,0,0,0,0,0,0,0,0,0,0
joint stiffness tooth decay muscle cramps bone weakness sore throat cracked lips slow growth loss of appetite frequent infections mild headache after travel,0,0,1,0,1,0,0,0,0,1
no pale skin dizziness shortness of breath no prior illness reported,0,0,0,0,0,0,0,0,0,0
irritability mood changes nerve issues immune weakness coordination issues muscle weakness nerve damage vision problems,0,1,0,0,0,0,0,1,0,0
fatigue hormone imbalance neck enlargement goiter thyroid swelling mild headache after travel,1,0,0,0,0,0,0,0,0,0
fatigue anemia weakness not low hemoglobin dizziness shortness of breath pale skin anemia fatigue mild headache after travel,0,0,0,0,0,1,0,0,0,0
vision problems immune weakness not muscle cramps brittle nails nerve issues depression confusion mood changes,0,1,0,0,0,0,0,1,0,0
joint stiffness muscle cramps tooth decay bone weakness general discomfort,0,0,1,0,0,0,0,0,0,0
neck enlargement fatigue goiter weight gain poor immunity slow growth general discomfort,1,0,0,0,0,0,0,0,0,1
slow healing scurvy bleeding gums weak immunity joint stiffness brittle nails bone weakness general discomfort,0,0,1,0,0,0,1,0,0,0
goiter weight gain thyroid swelling neck enlargement fatigue hormone imbalance,1,0,0,0,0,0,0,0,0,0
loss of appetite frequent infections hair loss goiter neck enlargement hormone imbalance fatigue thyroid swelling not fatigue eye irritation no prior illness reported,1,0,0,0,0,0,0,0,0,1
eye irritation skin rash cracked lips fatigue sore throat routine checkup,0,0,0,0,1,0,0,0,0,0
weak immunity bleeding gums joint pain slow healing poor immunity loss of appetite hair loss slow growth,0,0,0,0,0,0,1,0,0,1
muscle weakness vision problems coordination issues general discomfort,0,1,0,0,0,0,0,0,0,0
not fatigue shortness of breath dizziness anemia routine checkup,0,0,0,0,0,0,0,0,0,0
not neck enlargement hormone imbalance thyroid swelling weight gain goiter without bone pain back pain muscle weakness fractures,0,0,0,0,0,0,0,0,0,0
without slow healing weak immunity bleeding gums joint pain scurvy muscle weakness low sunlight fractures bone pain no prior illness reported,0,0,0,0,0,0,0,0,1,0
sore throat cracked lips skin rash eye irritation fatigue,0,0,0,0,1,0,0,0,0,0
muscle weakness immune weakness vision problems coordination issues nerve damage dizziness low hemoglobin,0,1,0,1,0,0,0,0,0,0
weakness pregnancy issues poor diet not brittle nails joint stiffness muscle cramps bone weakness no prior illness reported,0,0,0,0,0,1,0,0,0,0
joint stiffness brittle nails muscle cramps bone weakness tooth decay routine checkup,0,0,1,0,0,0,0,0,0,0
weak immunity bleeding gums scurvy without anemia dizziness,0,0,0,0,0,0,1,0,0,0
immune weakness nerve damage coordination issues muscle weakness mild headache after travel,0,1,0,0,0,0,0,0,0,0
immune weakness muscle weakness nerve damage without skin rash cracked lips eye irritation sore throat fatigue no prior illness reported,0,1,0,0,0,0,0,0,0,0
no cracked lips skin rash sore throat fatigue bleeding gums weak immunity slow healing scurvy joint pain irritability depression confusion nerve issues general discomfort,0,0,0,0,0,0,1,1,0,0
depression irritability confusion nerve issues mood changes muscle cramps bone weakness pale skin fatigue dizziness patient visited clinic yesterday,0,0,1,1,0,0,0,1,0,0
poor immunity hair loss slow growth frequent infections vision problems muscle weakness nerve damage immune weakness coordination issues patient visited clinic yesterday,0,1,0,0,0,0,0,0,0,1
fatigue anemia dizziness low hemoglobin shortness of breath cracked lips eye irritation fatigue hair loss frequent infections poor immunity slow growth mild headache after travel,0,0,0,1,1,0,0,0,0,1
poor diet anemia fatigue weakness pregnancy issues mild headache after travel,0,0,0,0,0,1,0,0,0,0
